,city_name,country,cloudiness,humidity,lat,lng,temperature,max_temp,wind speed,date
369,butaritari,ki,92.0,100.0,3.07,172.79,77.67,77.67,1.59,1554322828
370,upernavik,gl,80.0,88.0,72.79,-56.15,25.38,25.38,42.97,1554322720
371,constitucion,mx,5.0,9.0,23.99,-104.67,76.5,77.0,14.99,1554322815
372,karratha,au,0.0,65.0,-20.74,116.85,74.25,74.25,10.76,1554322890
373,sao filipe,cv,12.0,97.0,14.9,-24.5,70.38,70.38,16.35,1554322894
374,san carlos de bariloche,ar,75.0,66.0,-41.13,-71.31,50.0,50.0,20.8,1554318000
375,broken hill,au,56.0,32.0,-31.97,141.45,66.2,66.2,6.93,1554318000
377,longyearbyen,sj,40.0,84.0,78.22,15.64,8.6,8.6,5.82,1554321000
378,imbituba,br,40.0,74.0,-28.24,-48.67,82.4,82.4,6.93,1554318000
379,vostok,ru,44.0,70.0,46.45,135.83,20.88,20.88,2.37,1554322927
380,ragama,lk,40.0,74.0,7.03,79.92,82.4,82.4,4.7,1554318600
381,nikolskoye,ru,0.0,32.0,59.7,30.79,35.82,39.2,6.71,1554322496
382,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
383,rockhampton,au,20.0,77.0,-23.38,150.51,68.0,68.0,6.93,1554319800
385,chuy,uy,0.0,84.0,-33.69,-53.46,68.4,68.4,9.64,1554322753
386,cidreira,br,36.0,86.0,-30.17,-50.22,77.04,77.04,1.81,1554322913
387,aykhal,ru,0.0,70.0,65.95,111.51,16.65,16.65,4.61,1554322929
388,kavaratti,in,64.0,100.0,10.57,72.64,84.06,84.06,2.59,1554322720
389,atuona,pf,48.0,100.0,-9.8,-139.03,81.63,81.63,15.35,1554322711
390,chicama,pe,20.0,88.0,-7.84,-79.15,68.0,68.0,11.41,1554318000
392,pevek,ru,0.0,65.0,69.7,170.27,17.01,17.01,1.7,1554322922
393,hithadhoo,mv,36.0,100.0,-0.6,73.08,79.74,79.74,4.38,1554322880
394,vaini,to,40.0,78.0,-21.2,-175.2,78.8,78.8,8.05,1554321600
395,san patricio,mx,5.0,74.0,19.22,-104.7,80.6,80.6,11.41,1554320460
396,bacolod,ph,0.0,82.0,10.68,122.95,70.11,70.11,5.61,1554322931
397,jamestown,sh,92.0,100.0,-15.94,-5.72,76.77,76.77,18.92,1554322868
398,ancud,cl,90.0,93.0,-41.87,-73.83,51.8,51.8,14.99,1554318000
399,cape town,za,0.0,88.0,-33.93,18.42,61.5,64.99,3.36,1554322879
400,severo-kurilsk,ru,88.0,97.0,50.68,156.12,33.03,33.03,6.85,1554322709
401,qaanaaq,gl,64.0,88.0,77.48,-69.36,11.97,11.97,5.95,1554322804
403,kozhva,ru,88.0,97.0,65.11,57.05,34.11,34.11,5.73,1554322932
404,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
405,chiredzi,zw,100.0,61.0,-21.05,31.67,77.13,77.13,6.96,1554322932
406,salamanca,cl,56.0,71.0,-31.78,-70.97,59.22,59.22,1.81,1554322933
407,kapaa,us,75.0,60.0,22.08,-159.32,74.64,75.99,10.29,1554322705
408,nelson bay,au,92.0,93.0,-32.72,152.14,59.2,63.0,6.62,1554322660
409,karpathos,gr,0.0,76.0,35.51,27.21,57.2,57.2,6.93,1554321000
410,port alfred,za,12.0,95.0,-33.59,26.89,64.99,64.99,3.0,1554322608
411,cayenne,gf,75.0,69.0,4.94,-52.33,82.4,82.4,12.75,1554319800
412,punta arenas,cl,40.0,52.0,-53.16,-70.91,45.03,46.4,31.09,1554322348
413,albany,au,75.0,100.0,-35.02,117.88,60.8,60.8,3.36,1554318000
414,cidreira,br,36.0,86.0,-30.17,-50.22,77.04,77.04,1.81,1554322913
415,biak,id,80.0,100.0,-0.91,122.88,77.85,77.85,2.59,1554322934
416,derzhavinsk,kz,0.0,91.0,51.1,66.31,39.6,39.6,8.63,1554322935
417,sechura,pe,24.0,68.0,-5.56,-80.82,81.27,81.27,12.1,1554322785
418,srednekolymsk,ru,0.0,80.0,67.46,153.71,15.3,15.3,2.15,1554322935
419,bredasdorp,za,44.0,93.0,-34.53,20.04,59.0,59.0,5.82,1554321600
420,chumikan,ru,0.0,65.0,54.72,135.31,8.1,8.1,3.15,1554322935
421,kaitangata,nz,56.0,65.0,-46.28,169.85,50.58,50.58,6.4,1554322936
422,porto novo,cv,40.0,49.0,17.02,-25.06,73.4,73.4,23.04,1554318000
423,yellowknife,ca,20.0,59.0,62.45,-114.38,5.04,7.0,12.75,1554322545
424,punta arenas,cl,40.0,52.0,-53.16,-70.91,45.03,46.4,31.09,1554322348
425,dingle,ie,75.0,70.0,52.14,-10.27,42.8,42.8,14.99,1554318000
426,caravelas,br,12.0,100.0,-17.73,-39.27,81.27,81.27,9.42,1554322857
427,pevek,ru,0.0,65.0,69.7,170.27,17.01,17.01,1.7,1554322922
428,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
431,udachnyy,ru,0.0,78.0,66.42,112.4,21.42,21.42,4.72,1554322938
432,huarmey,pe,36.0,67.0,-10.07,-78.15,76.5,76.5,4.05,1554322938
433,pevek,ru,0.0,65.0,69.7,170.27,17.01,17.01,1.7,1554322922
434,saint-philippe,re,0.0,69.0,-21.36,55.77,74.46,80.6,13.87,1554322564
436,hofn,is,90.0,86.0,64.25,-15.21,33.8,33.8,6.93,1554318000
437,kluczbork,pl,0.0,49.0,50.97,18.21,54.27,54.27,14.0,1554322939
438,busselton,au,56.0,50.0,-33.64,115.35,63.66,64.0,18.59,1554322584
440,saint-augustin,ca,20.0,45.0,45.63,-73.98,45.64,46.99,29.97,1554322901
441,saint-medard-en-jalles,fr,32.0,86.0,44.9,-0.72,42.91,46.4,8.05,1554322804
442,sitka,us,80.0,48.0,37.17,-99.65,64.99,64.99,14.0,1554322570
443,ambovombe,mg,0.0,85.0,-25.18,46.09,78.12,78.12,14.67,1554322940
444,sajoszoged,hu,36.0,53.0,47.95,21.0,50.0,50.0,3.36,1554320700
445,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
446,vaini,to,40.0,78.0,-21.2,-175.2,78.8,78.8,8.05,1554321600
447,cabo san lucas,mx,5.0,42.0,22.89,-109.91,81.05,89.01,11.41,1554322615
448,khatanga,ru,92.0,91.0,71.98,102.47,16.38,16.38,10.65,1554322726
449,port alfred,za,12.0,95.0,-33.59,26.89,64.99,64.99,3.0,1554322608
450,carman,ca,1.0,40.0,49.51,-98.0,32.88,35.6,10.29,1554322824
451,east london,za,32.0,100.0,-33.02,27.91,72.0,72.0,25.75,1554322754
452,mahebourg,mu,75.0,88.0,-20.41,57.7,77.7,78.8,3.36,1554322743
454,cidreira,br,36.0,86.0,-30.17,-50.22,77.04,77.04,1.81,1554322913
455,thompson,ca,40.0,47.0,55.74,-97.86,15.8,15.8,10.29,1554318000
456,rocha,uy,0.0,68.0,-34.48,-54.34,68.85,68.85,5.95,1554322736
457,wolgast,de,24.0,65.0,54.05,13.77,51.01,51.01,1.99,1554322051
458,vaini,to,40.0,78.0,-21.2,-175.2,78.8,78.8,8.05,1554321600
459,new norfolk,au,40.0,80.0,-42.78,147.06,41.0,42.01,10.29,1554322815
460,faanui,pf,12.0,100.0,-16.48,-151.75,84.33,84.33,9.98,1554322845
461,geraldton,au,75.0,83.0,-28.77,114.6,71.6,71.6,13.87,1554319800
462,cherskiy,ru,0.0,65.0,68.75,161.3,20.25,20.25,2.71,1554322746
463,yar-sale,ru,0.0,64.0,66.83,70.83,11.16,11.16,5.28,1554322944
464,ozernovskiy,ru,80.0,94.0,51.5,156.52,30.24,30.24,3.83,1554322944
465,sungaipenuh,id,24.0,96.0,-2.08,101.38,67.23,67.23,1.36,1554322944
467,belyy yar,ru,0.0,58.0,53.6,91.39,30.2,30.2,4.83,1554319800
468,vila franca do campo,pt,20.0,71.0,37.72,-25.43,56.01,57.2,10.29,1554322943
469,kapaa,us,75.0,60.0,22.08,-159.32,74.64,75.99,10.29,1554322705
470,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
471,ribeira grande,pt,75.0,58.0,38.52,-28.7,59.0,59.0,5.82,1554321600
472,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
473,bluff,nz,92.0,93.0,-46.6,168.33,48.0,48.0,1.01,1554322807
475,fairview,ca,90.0,43.0,56.07,-118.38,35.47,37.0,12.75,1554322946
476,matamba,tz,48.0,87.0,-8.97,33.96,63.99,63.99,4.27,1554322947
477,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
478,atherton,au,75.0,94.0,-17.27,145.48,71.96,75.2,11.41,1554322944
479,hilo,us,40.0,69.0,19.71,-155.08,75.2,80.01,12.21,1554322830
481,kirakira,sb,68.0,100.0,-10.46,161.92,82.8,82.8,6.85,1554322948
483,avarua,ck,92.0,74.0,-21.21,-159.78,80.6,80.6,8.05,1554321600
485,arraial do cabo,br,0.0,65.0,-22.97,-42.02,82.4,82.4,13.87,1554318000
486,lagoa,pt,0.0,51.0,37.14,-8.45,56.25,59.0,11.41,1554322639
487,nokaneng,bw,0.0,37.0,-19.66,22.19,74.07,74.07,8.75,1554322949
488,anloga,gh,40.0,84.0,5.79,0.9,86.0,86.0,11.41,1554318000
489,cabedelo,br,20.0,70.0,-6.97,-34.84,86.0,86.0,9.17,1554318000
490,nola,cf,0.0,90.0,3.52,16.05,72.27,72.27,2.15,1554322949
491,santa maria,cv,40.0,56.0,16.6,-22.9,72.84,73.4,14.99,1554321600
492,almeirim,br,68.0,79.0,-1.53,-52.58,81.45,81.45,5.06,1554322950
493,vaini,to,40.0,78.0,-21.2,-175.2,78.8,78.8,8.05,1554321600
495,jamestown,sh,92.0,100.0,-15.94,-5.72,76.77,76.77,18.92,1554322868
496,puerto ayora,ec,40.0,66.0,-0.74,-90.35,85.91,87.8,14.99,1554322513
498,vaini,to,40.0,78.0,-21.2,-175.2,78.8,78.8,8.05,1554321600
499,korem,et,80.0,94.0,12.51,39.52,59.4,59.4,2.04,1554322951
500,burnie,au,20.0,61.0,-41.05,145.91,49.75,51.01,3.0,1554322863
501,kavaratti,in,64.0,100.0,10.57,72.64,84.06,84.06,2.59,1554322720
502,atasu,kz,0.0,87.0,48.68,71.64,44.46,44.46,9.08,1554322952
503,bredasdorp,za,44.0,93.0,-34.53,20.04,59.0,59.0,5.82,1554321600
504,port lincoln,au,12.0,93.0,-34.72,135.86,64.98,64.98,10.31,1554322737
505,busselton,au,56.0,50.0,-33.64,115.35,63.66,64.0,18.59,1554322584
507,chapais,ca,90.0,79.0,49.78,-74.86,35.6,35.6,11.41,1554319920
508,vitim,ru,88.0,95.0,59.44,112.57,27.72,27.72,2.48,1554322953
509,sur,om,0.0,79.0,22.57,59.53,80.55,80.55,5.17,1554322781
510,avare,br,100.0,55.0,-23.1,-48.93,81.9,81.9,3.15,1554322658
512,punta arenas,cl,40.0,52.0,-53.16,-70.91,45.03,46.4,31.09,1554322348
513,pasighat,in,32.0,91.0,28.06,95.33,54.9,54.9,1.7,1554322954
514,punta arenas,cl,40.0,52.0,-53.16,-70.91,45.03,46.4,31.09,1554322348
516,araouane,ml,0.0,22.0,18.9,-3.53,82.8,82.8,7.4,1554322954
517,dabola,gn,76.0,72.0,10.74,-11.11,75.78,75.78,1.14,1554322955
519,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
520,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
521,tual,id,80.0,100.0,-5.67,132.75,79.47,79.47,17.69,1554322955
523,hobart,au,40.0,80.0,-42.88,147.33,41.0,42.01,10.29,1554322635
525,aklavik,ca,40.0,65.0,68.22,-135.01,2.17,3.2,5.82,1554319680
526,hermanus,za,80.0,72.0,-34.42,19.24,61.0,61.0,2.93,1554322574
527,bambous virieux,mu,75.0,88.0,-20.34,57.76,77.74,78.8,3.36,1554322743
528,hilo,us,40.0,69.0,19.71,-155.08,75.2,80.01,12.21,1554322830
529,guaymas,mx,40.0,34.0,27.92,-110.9,84.49,87.01,12.75,1554322817
530,busselton,au,56.0,50.0,-33.64,115.35,63.66,64.0,18.59,1554322584
531,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
532,georgetown,sh,76.0,99.0,-7.93,-14.42,82.08,82.08,16.58,1554322957
533,hobart,au,40.0,80.0,-42.88,147.33,41.0,42.01,10.29,1554322635
534,formosa,ar,75.0,78.0,-26.19,-58.17,82.4,82.4,6.93,1554321600
535,busselton,au,56.0,50.0,-33.64,115.35,63.66,64.0,18.59,1554322584
536,severodvinsk,ru,0.0,55.0,64.56,39.82,35.6,35.6,6.71,1554319800
538,vardo,no,0.0,64.0,70.37,31.11,33.78,37.4,19.46,1554321000
539,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
541,ionia,us,40.0,23.0,42.99,-85.07,48.45,51.01,17.22,1554322945
543,hermanus,za,80.0,72.0,-34.42,19.24,61.0,61.0,2.93,1554322574
546,kruisfontein,za,76.0,79.0,-34.0,24.73,60.66,60.66,7.4,1554322708
547,albany,au,75.0,100.0,-35.02,117.88,60.8,60.8,3.36,1554318000
548,castro,cl,90.0,93.0,-42.48,-73.76,51.8,51.8,14.99,1554318000
549,quimper,fr,0.0,75.0,48.0,-4.1,39.43,42.8,6.93,1554322925
550,palasa,in,20.0,93.0,18.77,84.42,81.0,81.0,14.23,1554322961
551,naze,jp,44.0,100.0,28.37,129.48,63.54,63.54,10.76,1554322961
552,hobart,au,40.0,80.0,-42.88,147.33,41.0,42.01,10.29,1554322635
553,kavieng,pg,100.0,100.0,-2.57,150.8,80.1,80.1,7.18,1554322730
554,bonavista,ca,88.0,81.0,48.65,-53.11,32.0,32.0,7.0,1554322612
555,bathsheba,bb,40.0,58.0,13.22,-59.52,86.0,86.0,23.04,1554318000
556,new norfolk,au,40.0,80.0,-42.78,147.06,41.0,42.01,10.29,1554322815
557,luderitz,na,0.0,87.0,-26.65,15.16,58.77,58.77,11.43,1554322836
558,cape town,za,0.0,88.0,-33.93,18.42,61.5,64.99,3.36,1554322879
559,svolvaer,no,90.0,100.0,68.23,14.57,33.33,34.0,11.41,1554322605
560,pochutla,mx,20.0,43.0,15.74,-96.47,89.78,91.99,9.17,1554322580
561,port keats,au,44.0,85.0,-14.25,129.55,79.11,79.11,12.44,1554322963
562,katsuura,jp,20.0,69.0,33.93,134.5,39.2,39.2,6.93,1554318000
563,kavos,gr,0.0,70.0,38.83,22.83,48.36,48.99,3.36,1554322806
564,tiksi,ru,80.0,77.0,71.64,128.87,23.67,23.67,6.85,1554322923
565,qaanaaq,gl,64.0,88.0,77.48,-69.36,11.97,11.97,5.95,1554322804
567,bathsheba,bb,40.0,58.0,13.22,-59.52,86.0,86.0,23.04,1554318000
568,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
569,lebu,cl,100.0,95.0,-37.62,-73.65,56.34,56.34,15.68,1554322852
570,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
571,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
572,caravelas,br,12.0,100.0,-17.73,-39.27,81.27,81.27,9.42,1554322857
573,itarema,br,92.0,92.0,-2.92,-39.92,78.93,78.93,6.17,1554322965
574,panshi,cn,56.0,63.0,42.94,126.05,32.85,32.85,6.62,1554322966
575,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
576,deputatskiy,ru,32.0,61.0,69.3,139.9,-4.06,-4.06,2.71,1554322966
577,lamesa,us,1.0,13.0,32.74,-101.95,80.82,82.99,14.99,1554322230
579,palmer,us,1.0,52.0,61.6,-149.11,41.56,46.99,8.05,1554322947
580,yellowknife,ca,20.0,59.0,62.45,-114.38,5.04,7.0,12.75,1554322545
582,dingle,ie,75.0,70.0,52.14,-10.27,42.8,42.8,14.99,1554318000
583,hamilton,bm,90.0,77.0,32.3,-64.78,68.0,68.0,13.87,1554322547
584,qaqortoq,gl,20.0,54.0,60.72,-46.03,30.2,30.2,16.11,1554321000
585,beringovskiy,ru,92.0,98.0,63.05,179.32,28.17,28.17,20.04,1554322705
587,busselton,au,56.0,50.0,-33.64,115.35,63.66,64.0,18.59,1554322584
588,tamiahua,mx,36.0,97.0,21.28,-97.45,72.81,72.81,6.62,1554322968
589,georgetown,sh,76.0,99.0,-7.93,-14.42,82.08,82.08,16.58,1554322957
590,hobart,au,40.0,80.0,-42.88,147.33,41.0,42.01,10.29,1554322635
591,bethel,us,1.0,74.0,60.79,-161.76,34.99,37.4,19.46,1554321360
592,punta arenas,cl,40.0,52.0,-53.16,-70.91,45.03,46.4,31.09,1554322348
593,geraldton,au,75.0,83.0,-28.77,114.6,71.6,71.6,13.87,1554319800
596,port alfred,za,12.0,95.0,-33.59,26.89,64.99,64.99,3.0,1554322608
597,mbinga,tz,0.0,100.0,-10.95,35.0,65.88,65.88,3.38,1554322970
599,darnah,ly,44.0,100.0,32.77,22.64,59.49,59.49,13.11,1554322690
600,kosh-agach,ru,32.0,45.0,49.99,88.66,23.94,23.94,6.06,1554322971
601,albany,au,75.0,100.0,-35.02,117.88,60.8,60.8,3.36,1554318000
602,meulaboh,id,24.0,100.0,4.14,96.13,78.93,78.93,4.16,1554322908
603,cape town,za,0.0,88.0,-33.93,18.42,61.5,64.99,3.36,1554322879
604,constitucion,cl,8.0,88.0,-35.33,-72.42,59.4,59.4,3.38,1554322919
605,east london,za,32.0,100.0,-33.02,27.91,72.0,72.0,25.75,1554322754
606,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
607,bluff,nz,92.0,93.0,-46.6,168.33,48.0,48.0,1.01,1554322807
608,barrow,us,90.0,41.0,39.51,-90.4,58.26,63.0,9.17,1554322817
609,nykoping,se,0.0,66.0,58.75,17.01,38.03,41.0,10.29,1554321000
610,great yarmouth,gb,0.0,93.0,52.61,1.73,36.03,41.0,4.7,1554322918
611,lakes entrance,au,80.0,86.0,-37.88,147.99,56.97,57.99,2.48,1554322952
612,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
613,aquiraz,br,75.0,74.0,-3.9,-38.39,80.91,82.4,8.05,1554322086
614,shelburne,ca,75.0,44.0,44.08,-80.2,39.25,45.0,25.28,1554322715
615,ban tak,th,0.0,81.0,17.04,99.08,70.74,70.74,1.59,1554322973
616,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
617,moramanga,mg,80.0,100.0,-18.95,48.23,65.16,65.16,1.59,1554322974
618,half moon bay,us,75.0,72.0,37.46,-122.43,59.83,64.0,3.36,1554322681
619,avarua,ck,92.0,74.0,-21.21,-159.78,80.6,80.6,8.05,1554321600
620,alofi,nu,40.0,74.0,-19.06,-169.92,80.6,80.6,8.05,1554321600
621,east london,za,32.0,100.0,-33.02,27.91,72.0,72.0,25.75,1554322754
623,victor harbor,au,0.0,27.0,-35.55,138.62,69.33,73.4,10.29,1554322962
624,punta arenas,cl,40.0,52.0,-53.16,-70.91,45.03,46.4,31.09,1554322348
625,portland,au,92.0,96.0,-33.35,149.98,52.92,55.0,1.01,1554322943
627,cheney,us,90.0,93.0,47.49,-117.58,50.22,54.0,12.75,1554322968
628,kaitangata,nz,56.0,65.0,-46.28,169.85,50.58,50.58,6.4,1554322936
629,yellowknife,ca,20.0,59.0,62.45,-114.38,5.04,7.0,12.75,1554322545
630,puerto ayora,ec,40.0,66.0,-0.74,-90.35,85.91,87.8,14.99,1554322513
631,flinders,au,92.0,100.0,-34.58,150.85,62.74,66.0,12.75,1554322925
632,danane,ci,12.0,93.0,7.26,-8.15,73.44,73.44,3.27,1554322977
633,mahebourg,mu,75.0,88.0,-20.41,57.7,77.7,78.8,3.36,1554322743
634,provideniya,ru,24.0,100.0,64.42,-173.23,23.13,23.13,22.62,1554322977
635,kalundborg,dk,0.0,66.0,55.68,11.1,47.75,48.2,12.75,1554322951
636,albany,au,75.0,100.0,-35.02,117.88,60.8,60.8,3.36,1554318000
637,avarua,ck,92.0,74.0,-21.21,-159.78,80.6,80.6,8.05,1554321600
638,albany,au,75.0,100.0,-35.02,117.88,60.8,60.8,3.36,1554318000
639,yar-sale,ru,0.0,64.0,66.83,70.83,11.16,11.16,5.28,1554322944
640,hithadhoo,mv,36.0,100.0,-0.6,73.08,79.74,79.74,4.38,1554322880
641,lebu,cl,100.0,95.0,-37.62,-73.65,56.34,56.34,15.68,1554322852
643,arraial do cabo,br,0.0,65.0,-22.97,-42.02,82.4,82.4,13.87,1554318000
644,mar del plata,ar,24.0,39.0,-46.43,-67.52,66.15,66.15,16.8,1554322853
645,longyearbyen,sj,40.0,84.0,78.22,15.64,8.6,8.6,5.82,1554321000
646,kahului,us,40.0,61.0,20.89,-156.47,75.34,80.6,14.99,1554322777
647,port alfred,za,12.0,95.0,-33.59,26.89,64.99,64.99,3.0,1554322608
648,naze,jp,44.0,100.0,28.37,129.48,63.54,63.54,10.76,1554322961
649,axim,gh,12.0,96.0,4.87,-2.24,84.24,84.24,11.77,1554322935
650,provideniya,ru,24.0,100.0,64.42,-173.23,23.13,23.13,22.62,1554322977
651,yarada,in,0.0,100.0,17.65,83.27,83.16,83.16,14.67,1554322980
652,isangel,vu,64.0,100.0,-19.55,169.27,79.02,79.02,11.88,1554322887
653,cayenne,gf,75.0,69.0,4.94,-52.33,82.4,82.4,12.75,1554319800
654,hermanus,za,80.0,72.0,-34.42,19.24,61.0,61.0,2.93,1554322574
655,hithadhoo,mv,36.0,100.0,-0.6,73.08,79.74,79.74,4.38,1554322880
656,georgetown,sh,76.0,99.0,-7.93,-14.42,82.08,82.08,16.58,1554322957
657,katsuura,jp,20.0,69.0,33.93,134.5,39.2,39.2,6.93,1554318000
658,klaksvik,fo,92.0,80.0,62.23,-6.59,35.6,35.6,2.24,1554321000
659,college,us,1.0,34.0,64.86,-147.8,22.95,27.0,20.8,1554322618
660,rikitea,pf,12.0,100.0,-23.12,-134.97,74.7,74.7,20.49,1554322858
661,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
662,mahebourg,mu,75.0,88.0,-20.41,57.7,77.7,78.8,3.36,1554322743
663,los llanos de aridane,es,20.0,68.0,28.66,-17.92,59.31,64.4,4.7,1554322596
664,eureka,us,90.0,93.0,40.8,-124.16,54.75,55.99,3.36,1554322826
665,albany,au,75.0,100.0,-35.02,117.88,60.8,60.8,3.36,1554318000
666,castro,cl,90.0,93.0,-42.48,-73.76,51.8,51.8,14.99,1554318000
667,sitka,us,80.0,48.0,37.17,-99.65,64.99,64.99,14.0,1554322570
668,coihaique,cl,75.0,54.0,-45.58,-72.07,55.92,57.2,11.41,1554318000
670,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
672,jamestown,sh,92.0,100.0,-15.94,-5.72,76.77,76.77,18.92,1554322868
673,bredasdorp,za,44.0,93.0,-34.53,20.04,59.0,59.0,5.82,1554321600
675,dhidhdhoo,mv,56.0,100.0,6.88,73.1,80.46,80.46,5.39,1554322807
676,kapaa,us,75.0,60.0,22.08,-159.32,74.64,75.99,10.29,1554322705
678,yellowknife,ca,20.0,59.0,62.45,-114.38,5.04,7.0,12.75,1554322545
679,punta arenas,cl,40.0,52.0,-53.16,-70.91,45.03,46.4,31.09,1554322348
680,colon,mx,40.0,24.0,20.8,-100.05,78.8,78.8,20.8,1554320520
681,albany,au,75.0,100.0,-35.02,117.88,60.8,60.8,3.36,1554318000
682,east london,za,32.0,100.0,-33.02,27.91,72.0,72.0,25.75,1554322754
683,bluff,nz,92.0,93.0,-46.6,168.33,48.0,48.0,1.01,1554322807
684,provideniya,ru,24.0,100.0,64.42,-173.23,23.13,23.13,22.62,1554322977
685,creel,mx,0.0,17.0,27.75,-107.63,64.89,64.89,9.75,1554322986
686,atuona,pf,48.0,100.0,-9.8,-139.03,81.63,81.63,15.35,1554322711
687,puerto ayora,ec,40.0,66.0,-0.74,-90.35,85.91,87.8,14.99,1554322513
688,kapaa,us,75.0,60.0,22.08,-159.32,74.64,75.99,10.29,1554322705
689,tiksi,ru,80.0,77.0,71.64,128.87,23.67,23.67,6.85,1554322923
690,noshiro,jp,8.0,96.0,40.21,140.05,42.84,42.84,15.46,1554322987
691,port alfred,za,12.0,95.0,-33.59,26.89,64.99,64.99,3.0,1554322608
692,cape town,za,0.0,88.0,-33.93,18.42,61.5,64.99,3.36,1554322879
693,kavieng,pg,100.0,100.0,-2.57,150.8,80.1,80.1,7.18,1554322730
694,busselton,au,56.0,50.0,-33.64,115.35,63.66,64.0,18.59,1554322584
696,qaanaaq,gl,64.0,88.0,77.48,-69.36,11.97,11.97,5.95,1554322804
697,bathsheba,bb,40.0,58.0,13.22,-59.52,86.0,86.0,23.04,1554318000
698,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
700,quatre cocos,mu,75.0,88.0,-20.21,57.76,77.79,78.8,3.36,1554322743
702,waipawa,nz,68.0,92.0,-39.94,176.59,50.0,50.0,3.49,1554321976
703,hobart,au,40.0,80.0,-42.88,147.33,41.0,42.01,10.29,1554322635
704,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
705,leshukonskoye,ru,0.0,83.0,64.9,45.76,28.35,28.35,5.73,1554322990
706,dok kham tai,th,20.0,97.0,19.16,99.99,65.7,65.7,2.15,1554322990
707,peace river,ca,90.0,43.0,56.23,-117.29,33.8,33.8,12.75,1554318000
708,punta arenas,cl,40.0,52.0,-53.16,-70.91,45.03,46.4,31.09,1554322348
709,constitucion,mx,5.0,9.0,23.99,-104.67,76.5,77.0,14.99,1554322815
710,khatanga,ru,92.0,91.0,71.98,102.47,16.38,16.38,10.65,1554322726
711,cherskiy,ru,0.0,65.0,68.75,161.3,20.25,20.25,2.71,1554322746
712,atuona,pf,48.0,100.0,-9.8,-139.03,81.63,81.63,15.35,1554322711
713,parfino,ru,0.0,69.0,57.97,31.65,29.34,29.34,5.95,1554322991
714,thompson,ca,40.0,47.0,55.74,-97.86,15.8,15.8,10.29,1554318000
715,saint-joseph,re,0.0,69.0,-21.37,55.62,74.44,80.6,13.87,1554322564
716,sandpoint,us,90.0,75.0,48.28,-116.55,46.42,48.2,3.36,1554322967
717,canon city,us,12.0,96.0,39.46,-117.13,44.64,44.64,3.38,1554322992
718,anadyr,ru,0.0,78.0,64.73,177.51,14.0,14.0,4.47,1554322950
719,alakurtti,ru,76.0,66.0,66.96,30.34,33.01,33.01,4.0,1554322896
720,qaanaaq,gl,64.0,88.0,77.48,-69.36,11.97,11.97,5.95,1554322804
721,east london,za,32.0,100.0,-33.02,27.91,72.0,72.0,25.75,1554322754
723,cape town,za,0.0,88.0,-33.93,18.42,61.5,64.99,3.36,1554322879
724,dikson,ru,76.0,100.0,73.51,80.55,23.58,23.58,16.02,1554322742
725,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
726,saint george,bm,90.0,77.0,32.38,-64.68,68.0,68.0,13.87,1554322547
727,lompoc,us,90.0,77.0,34.64,-120.46,62.92,66.99,11.41,1554322783
728,kodiak,us,90.0,14.0,39.95,-94.76,63.48,68.0,14.99,1554322756
729,georgetown,sh,76.0,99.0,-7.93,-14.42,82.08,82.08,16.58,1554322957
730,provideniya,ru,24.0,100.0,64.42,-173.23,23.13,23.13,22.62,1554322977
731,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
